Test Report,,,,,
996,29.5 C,,65.6 %RH,,03/21/24 23:37:43
997,29.6 C,,65.6 %RH,,03/22/24 00:37:43
998,29.5 C,,66.1 %RH,,03/22/24 01:37:43
999,29.3 C,,66.7 %RH,,03/22/24 02:37:43
1000,29.2 C,,67.1 %RH,,03/22/24 03:37:43
1001,29.0 C,,67.0 %RH,,03/22/24 04:37:43
1002,29.1 C,,67.2 %RH,,03/22/24 05:37:43
1003,28.9 C,,67.5 %RH,,03/22/24 06:37:43
1004,28.8 C,,68.2 %RH,,03/22/24 07:37:43
1005,28.4 C,,70.1 %RH,,03/22/24 08:37:43
1006,28.4 C,,69.4 %RH,,03/22/24 09:37:43
1007,29.5 C,,68.8 %RH,,03/22/24 10:37:43
1008,29.1 C,,67.4 %RH,,03/22/24 11:37:43
1009,29.6 C,,67.1 %RH,,03/22/24 12:37:43
1010,29.1 C,,70.4 %RH,,03/22/24 13:37:43
1011,28.7 C,,68.3 %RH,,03/22/24 14:37:43
1012,28.9 C,,70.9 %RH,,03/22/24 15:37:43
1013,28.9 C,,70.8 %RH,,03/22/24 16:37:43
1014,28.0 C,,74.2 %RH,,03/22/24 17:37:43
1015,27.7 C,,74.8 %RH,,03/22/24 18:37:43
1016,27.8 C,,73.7 %RH,,03/22/24 19:37:43
1017,28.7 C,,69.7 %RH,,03/22/24 20:37:43
1018,28.4 C,,70.8 %RH,,03/22/24 21:37:43
1019,28.8 C,,71.1 %RH,,03/22/24 22:37:43
1020,29.3 C,,65.7 %RH,,03/22/24 23:37:43
1021,28.5 C,,52.0 %RH,,03/23/24 00:37:43
1022,27.9 C,,55.6 %RH,,03/23/24 01:37:43
1023,27.4 C,,56.8 %RH,,03/23/24 02:37:43
1024,27.4 C,,58.2 %RH,,03/23/24 03:37:43
1025,27.3 C,,57.2 %RH,,03/23/24 04:37:43
1026,27.2 C,,60.0 %RH,,03/23/24 05:37:43
1027,27.3 C,,60.2 %RH,,03/23/24 06:37:43
1028,28.1 C,,65.0 %RH,,03/23/24 07:37:43
1029,28.4 C,,66.4 %RH,,03/23/24 08:37:43
1030,27.7 C,,71.4 %RH,,03/23/24 09:37:43
1031,27.6 C,,75.7 %RH,,03/23/24 10:37:43
1032,28.1 C,,72.8 %RH,,03/23/24 11:37:43
1033,28.7 C,,68.8 %RH,,03/23/24 12:37:43
1034,29.3 C,,69.5 %RH,,03/23/24 13:37:43
1035,29.6 C,,67.8 %RH,,03/23/24 14:37:43
1036,29.6 C,,67.7 %RH,,03/23/24 15:37:43
1037,29.6 C,,68.2 %RH,,03/23/24 16:37:43
1038,29.8 C,,68.3 %RH,,03/23/24 17:37:43
1039,29.7 C,,67.4 %RH,,03/23/24 18:37:43
1040,29.8 C,,68.3 %RH,,03/23/24 19:37:43
1041,30.1 C,,67.5 %RH,,03/23/24 20:37:43
1042,28.3 C,,48.0 %RH,,03/23/24 21:37:43
1043,27.8 C,,51.7 %RH,,03/23/24 22:37:43
1044,27.5 C,,52.6 %RH,,03/23/24 23:37:43
1045,27.2 C,,50.2 %RH,,03/24/24 00:37:43
1046,27.4 C,,51.8 %RH,,03/24/24 01:37:43
1047,27.2 C,,55.8 %RH,,03/24/24 02:37:43
1048,27.1 C,,59.2 %RH,,03/24/24 03:37:43
1049,27.1 C,,58.0 %RH,,03/24/24 04:37:43
1050,27.9 C,,62.9 %RH,,03/24/24 05:37:43
1051,28.4 C,,64.2 %RH,,03/24/24 06:37:43
1052,28.6 C,,65.2 %RH,,03/24/24 07:37:43
1053,28.7 C,,67.3 %RH,,03/24/24 08:37:43
1054,28.8 C,,68.5 %RH,,03/24/24 09:37:43
1055,29.2 C,,69.9 %RH,,03/24/24 10:37:43
1056,29.6 C,,64.2 %RH,,03/24/24 11:37:43
1057,29.9 C,,67.3 %RH,,03/24/24 12:37:43
1058,30.0 C,,63.3 %RH,,03/24/24 13:37:43
1059,30.2 C,,61.6 %RH,,03/24/24 14:37:43
1060,30.4 C,,59.7 %RH,,03/24/24 15:37:43
1061,30.5 C,,61.0 %RH,,03/24/24 16:37:43
1062,30.2 C,,63.9 %RH,,03/24/24 17:37:43
1063,29.7 C,,68.7 %RH,,03/24/24 18:37:43
1064,29.6 C,,70.1 %RH,,03/24/24 19:37:43
1065,29.8 C,,69.0 %RH,,03/24/24 20:37:43
1066,29.7 C,,68.8 %RH,,03/24/24 21:37:43
1067,29.6 C,,68.7 %RH,,03/24/24 22:37:43
1068,29.4 C,,68.0 %RH,,03/24/24 23:37:43
1069,27.9 C,,50.0 %RH,,03/25/24 00:37:43
1070,27.7 C,,52.8 %RH,,03/25/24 01:37:43
1071,27.4 C,,52.1 %RH,,03/25/24 02:37:43
1072,27.5 C,,55.1 %RH,,03/25/24 03:37:43
1073,27.4 C,,52.6 %RH,,03/25/24 04:37:43
1074,27.3 C,,52.3 %RH,,03/25/24 05:37:43
1075,28.0 C,,57.6 %RH,,03/25/24 06:37:43
1076,28.3 C,,64.5 %RH,,03/25/24 07:37:43
1077,28.4 C,,63.2 %RH,,03/25/24 08:37:43
1078,28.5 C,,68.2 %RH,,03/25/24 09:37:43
1079,28.8 C,,68.2 %RH,,03/25/24 10:37:43
1080,29.3 C,,64.8 %RH,,03/25/24 11:37:43
1081,30.1 C,,61.8 %RH,,03/25/24 12:37:43
1082,30.5 C,,64.3 %RH,,03/25/24 13:37:43
1083,30.7 C,,63.9 %RH,,03/25/24 14:37:43
1084,30.0 C,,62.3 %RH,,03/25/24 15:37:43
1085,29.5 C,,72.6 %RH,,03/25/24 16:37:43
1086,28.9 C,,76.8 %RH,,03/25/24 17:37:43
1087,30.0 C,,72.6 %RH,,03/25/24 18:37:43
1088,29.8 C,,72.6 %RH,,03/25/24 19:37:43
1089,29.9 C,,72.9 %RH,,03/25/24 20:37:43
1090,29.9 C,,66.9 %RH,,03/25/24 21:37:43
1091,28.9 C,,51.8 %RH,,03/25/24 22:37:43
1092,27.9 C,,47.9 %RH,,03/25/24 23:37:43
1093,27.8 C,,51.8 %RH,,03/26/24 00:37:43
1094,27.7 C,,52.6 %RH,,03/26/24 01:37:43
1095,27.6 C,,52.8 %RH,,03/26/24 02:37:43
1096,27.6 C,,56.9 %RH,,03/26/24 03:37:43
1097,27.6 C,,56.3 %RH,,03/26/24 04:37:43
1098,27.9 C,,60.7 %RH,,03/26/24 05:37:43
1099,28.1 C,,62.1 %RH,,03/26/24 06:37:43
1100,27.6 C,,66.4 %RH,,03/26/24 07:37:43
1101,27.7 C,,66.7 %RH,,03/26/24 08:37:43
1102,27.4 C,,66.9 %RH,,03/26/24 09:37:43
1103,27.7 C,,62.2 %RH,,03/26/24 10:37:43
1104,28.6 C,,60.3 %RH,,03/26/24 11:37:43
1105,29.1 C,,57.3 %RH,,03/26/24 12:37:43
1106,29.6 C,,55.1 %RH,,03/26/24 13:37:43
1107,29.8 C,,52.8 %RH,,03/26/24 14:37:43
1108,30.3 C,,52.1 %RH,,03/26/24 15:37:43
1109,30.4 C,,52.7 %RH,,03/26/24 16:37:43
1110,30.4 C,,51.8 %RH,,03/26/24 17:37:43
1111,31.9 C,,36.6 %RH,,03/26/24 18:37:43
1112,32.4 C,,38.0 %RH,,03/26/24 19:37:43
1113,32.3 C,,39.1 %RH,,03/26/24 20:37:43
1114,31.7 C,,37.5 %RH,,03/26/24 21:37:43
1115,31.0 C,,38.3 %RH,,03/26/24 22:37:43
1116,28.9 C,,48.2 %RH,,03/26/24 23:37:43
1117,28.2 C,,53.3 %RH,,03/27/24 00:37:43
1118,28.1 C,,55.6 %RH,,03/27/24 01:37:43
1119,27.8 C,,57.0 %RH,,03/27/24 02:37:43
1120,27.7 C,,57.9 %RH,,03/27/24 03:37:43
1121,27.7 C,,58.9 %RH,,03/27/24 04:37:43
1122,27.7 C,,58.9 %RH,,03/27/24 05:37:43
1123,27.7 C,,59.1 %RH,,03/27/24 06:37:43
1124,27.6 C,,58.8 %RH,,03/27/24 07:37:43
1125,27.7 C,,59.0 %RH,,03/27/24 08:37:43
1126,26.5 C,,49.4 %RH,,03/27/24 09:37:43
1127,25.7 C,,49.5 %RH,,03/27/24 10:37:43
1128,25.4 C,,49.1 %RH,,03/27/24 11:37:43
1129,25.4 C,,48.5 %RH,,03/27/24 12:37:43
1130,25.6 C,,49.1 %RH,,03/27/24 13:37:43
1131,25.8 C,,49.2 %RH,,03/27/24 14:37:43
1132,26.1 C,,48.0 %RH,,03/27/24 15:37:43
1133,26.3 C,,48.0 %RH,,03/27/24 16:37:43
1134,26.4 C,,47.7 %RH,,03/27/24 17:37:43
1135,26.2 C,,46.8 %RH,,03/27/24 18:37:43
1136,26.2 C,,48.0 %RH,,03/27/24 19:37:43
1137,26.5 C,,48.6 %RH,,03/27/24 20:37:43
1138,26.5 C,,49.6 %RH,,03/27/24 21:37:43
1139,26.6 C,,50.8 %RH,,03/27/24 22:37:43
1140,26.4 C,,52.3 %RH,,03/27/24 23:37:43
1141,26.3 C,,53.7 %RH,,03/28/24 00:37:43
1142,26.3 C,,54.7 %RH,,03/28/24 01:37:43
1143,26.2 C,,55.5 %RH,,03/28/24 02:37:43
1144,26.0 C,,56.2 %RH,,03/28/24 03:37:43
1145,25.8 C,,57.1 %RH,,03/28/24 04:37:43
1146,25.8 C,,57.7 %RH,,03/28/24 05:37:43
1147,25.6 C,,58.4 %RH,,03/28/24 06:37:43
1148,25.5 C,,58.9 %RH,,03/28/24 07:37:43
1149,25.5 C,,59.4 %RH,,03/28/24 08:37:43
1150,25.4 C,,59.7 %RH,,03/28/24 09:37:43
1151,25.4 C,,59.9 %RH,,03/28/24 10:37:43
1152,25.5 C,,59.9 %RH,,03/28/24 11:37:43
1153,25.7 C,,59.9 %RH,,03/28/24 12:37:43
1154,26.0 C,,60.2 %RH,,03/28/24 13:37:43
1155,26.3 C,,61.0 %RH,,03/28/24 14:37:43
1156,26.8 C,,61.1 %RH,,03/28/24 15:37:43
1157,27.0 C,,60.8 %RH,,03/28/24 16:37:43
1158,27.3 C,,61.5 %RH,,03/28/24 17:37:43
1159,27.4 C,,61.8 %RH,,03/28/24 18:37:43
1160,27.2 C,,62.6 %RH,,03/28/24 19:37:43
1161,27.2 C,,63.1 %RH,,03/28/24 20:37:43
1162,27.2 C,,63.8 %RH,,03/28/24 21:37:43
1163,27.0 C,,64.0 %RH,,03/28/24 22:37:43
1164,27.0 C,,64.4 %RH,,03/28/24 23:37:43
1165,26.8 C,,64.6 %RH,,03/29/24 00:37:43
1166,26.7 C,,64.5 %RH,,03/29/24 01:37:43
1167,26.5 C,,64.5 %RH,,03/29/24 02:37:43
1168,26.4 C,,64.6 %RH,,03/29/24 03:37:43
1169,26.3 C,,64.8 %RH,,03/29/24 04:37:43
1170,26.1 C,,65.0 %RH,,03/29/24 05:37:43
1171,26.0 C,,65.2 %RH,,03/29/24 06:37:43
1172,26.0 C,,65.4 %RH,,03/29/24 07:37:43
1173,25.8 C,,65.4 %RH,,03/29/24 08:37:43
1174,25.8 C,,65.5 %RH,,03/29/24 09:37:43
1175,25.8 C,,65.5 %RH,,03/29/24 10:37:43
1176,25.9 C,,65.5 %RH,,03/29/24 11:37:43
1177,26.0 C,,65.0 %RH,,03/29/24 12:37:43
1178,26.5 C,,65.2 %RH,,03/29/24 13:37:43
1179,26.9 C,,64.9 %RH,,03/29/24 14:37:43
1180,27.3 C,,64.8 %RH,,03/29/24 15:37:43
1181,27.7 C,,64.8 %RH,,03/29/24 16:37:43
1182,27.7 C,,64.7 %RH,,03/29/24 17:37:43
1183,27.8 C,,64.7 %RH,,03/29/24 18:37:43
1184,27.8 C,,65.2 %RH,,03/29/24 19:37:43
1185,27.7 C,,65.3 %RH,,03/29/24 20:37:43
1186,27.7 C,,65.7 %RH,,03/29/24 21:37:43
1187,27.6 C,,66.0 %RH,,03/29/24 22:37:43
1188,27.5 C,,66.3 %RH,,03/29/24 23:37:43
1189,27.5 C,,66.4 %RH,,03/30/24 00:37:43
1190,27.3 C,,66.3 %RH,,03/30/24 01:37:43
1191,27.2 C,,66.4 %RH,,03/30/24 02:37:43
1192,27.2 C,,66.4 %RH,,03/30/24 03:37:43
1193,27.0 C,,66.4 %RH,,03/30/24 04:37:43
1194,26.8 C,,66.9 %RH,,03/30/24 05:37:43
1195,26.7 C,,67.0 %RH,,03/30/24 06:37:43
1196,26.5 C,,67.3 %RH,,03/30/24 07:37:43
1197,26.5 C,,67.5 %RH,,03/30/24 08:37:43
1198,26.4 C,,67.6 %RH,,03/30/24 09:37:43
1199,26.5 C,,67.7 %RH,,03/30/24 10:37:43
1200,26.7 C,,67.5 %RH,,03/30/24 11:37:43
1201,26.8 C,,67.3 %RH,,03/30/24 12:37:43
1202,27.0 C,,67.1 %RH,,03/30/24 13:37:43
1203,27.3 C,,66.7 %RH,,03/30/24 14:37:43
1204,27.7 C,,66.2 %RH,,03/30/24 15:37:43
1205,27.7 C,,65.9 %RH,,03/30/24 16:37:43
1206,27.8 C,,65.9 %RH,,03/30/24 17:37:43
1207,27.7 C,,66.1 %RH,,03/30/24 18:37:43
1208,27.5 C,,66.8 %RH,,03/30/24 19:37:43
1209,27.2 C,,67.5 %RH,,03/30/24 20:37:43
1210,27.0 C,,68.4 %RH,,03/30/24 21:37:43
1211,26.7 C,,69.1 %RH,,03/30/24 22:37:43
1212,26.5 C,,69.7 %RH,,03/30/24 23:37:43
1213,26.3 C,,70.1 %RH,,03/31/24 00:37:43
1214,26.2 C,,70.4 %RH,,03/31/24 01:37:43
1215,26.1 C,,70.5 %RH,,03/31/24 02:37:43
1216,25.9 C,,70.6 %RH,,03/31/24 03:37:43
1217,25.9 C,,70.8 %RH,,03/31/24 04:37:43
1218,25.7 C,,70.6 %RH,,03/31/24 05:37:43
1219,25.6 C,,70.6 %RH,,03/31/24 06:37:43
1220,25.5 C,,70.9 %RH,,03/31/24 07:37:43
1221,25.5 C,,70.9 %RH,,03/31/24 08:37:43
1222,25.5 C,,70.8 %RH,,03/31/24 09:37:43
1223,25.6 C,,70.8 %RH,,03/31/24 10:37:43
1224,25.7 C,,70.6 %RH,,03/31/24 11:37:43
1225,25.8 C,,70.3 %RH,,03/31/24 12:37:43
1226,26.2 C,,69.9 %RH,,03/31/24 13:37:43
1227,26.5 C,,69.1 %RH,,03/31/24 14:37:43
1228,26.9 C,,68.1 %RH,,03/31/24 15:37:43
1229,27.4 C,,67.2 %RH,,03/31/24 16:37:43
1230,27.6 C,,66.6 %RH,,03/31/24 17:37:43
1231,27.7 C,,66.0 %RH,,03/31/24 18:37:43
1232,27.7 C,,65.7 %RH,,03/31/24 19:37:43
1233,27.6 C,,65.5 %RH,,03/31/24 20:37:43
1234,27.5 C,,65.2 %RH,,03/31/24 21:37:43
1235,27.4 C,,65.0 %RH,,03/31/24 22:37:43
1236,27.3 C,,64.9 %RH,,03/31/24 23:37:43
1237,27.1 C,,65.3 %RH,,04/01/24 0:37:43
1238,26.8 C,,65.6 %RH,,04/01/24 1:37:43
1239,26.7 C,,65.9 %RH,,04/01/24 2:37:43
1240,26.5 C,,66.1 %RH,,04/01/24 3:37:43
1241,26.4 C,,66.4 %RH,,04/01/24 4:37:43
1242,26.2 C,,66.7 %RH,,04/01/24 5:37:43
1243,26.2 C,,66.9 %RH,,04/01/24 6:37:43
1244,25.9 C,,66.7 %RH,,04/01/24 7:37:43
1245,25.5 C,,61.8 %RH,,04/01/24 8:37:43
1246,25.4 C,,58.4 %RH,,04/01/24 9:37:43
1247,25.4 C,,56.9 %RH,,04/01/24 10:37:43
1248,25.5 C,,55.8 %RH,,04/01/24 11:37:43
1249,25.8 C,,55.2 %RH,,04/01/24 12:37:43
1250,25.8 C,,53.6 %RH,,04/01/24 13:37:43
1251,26.2 C,,52.8 %RH,,04/01/24 14:37:43
1252,26.5 C,,51.3 %RH,,04/01/24 15:37:43
1253,26.7 C,,50.0 %RH,,04/01/24 16:37:43
1254,26.8 C,,50.0 %RH,,04/01/24 17:37:43
1255,26.8 C,,49.1 %RH,,04/01/24 18:37:43
1256,26.6 C,,47.8 %RH,,04/01/24 19:37:43
1257,26.6 C,,48.8 %RH,,04/01/24 20:37:43
1258,26.4 C,,48.8 %RH,,04/01/24 21:37:43
1259,26.4 C,,50.2 %RH,,04/01/24 22:37:43
1260,26.6 C,,50.7 %RH,,04/01/24 23:37:43
1261,26.4 C,,52.1 %RH,,04/02/24 0:37:43
1262,26.3 C,,53.4 %RH,,04/02/24 1:37:43
1263,26.2 C,,54.7 %RH,,04/02/24 2:37:43
1264,26.1 C,,55.7 %RH,,04/02/24 3:37:43
1265,26.0 C,,56.9 %RH,,04/02/24 4:37:43
1266,25.9 C,,57.8 %RH,,04/02/24 5:37:43
1267,25.8 C,,58.7 %RH,,04/02/24 6:37:43
1268,25.6 C,,57.8 %RH,,04/02/24 7:37:43
1269,25.3 C,,52.9 %RH,,04/02/24 8:37:43
1270,25.1 C,,52.4 %RH,,04/02/24 9:37:43
1271,25.2 C,,50.9 %RH,,04/02/24 10:37:43
1272,25.2 C,,50.5 %RH,,04/02/24 11:37:43
1273,25.1 C,,52.2 %RH,,04/02/24 12:37:43
1274,25.5 C,,55.4 %RH,,04/02/24 13:37:43
1275,26.0 C,,56.1 %RH,,04/02/24 14:37:43
1276,26.4 C,,57.6 %RH,,04/02/24 15:37:43
1277,26.7 C,,61.4 %RH,,04/02/24 16:37:43
1278,26.9 C,,58.5 %RH,,04/02/24 17:37:43
1279,26.8 C,,52.3 %RH,,04/02/24 18:37:43
1280,26.6 C,,48.7 %RH,,04/02/24 19:37:43
1281,26.3 C,,47.5 %RH,,04/02/24 20:37:43
1282,26.1 C,,47.6 %RH,,04/02/24 21:37:43
1283,26.1 C,,51.2 %RH,,04/02/24 22:37:43
1284,26.0 C,,53.0 %RH,,04/02/24 23:37:43
1285,26.1 C,,54.2 %RH,,04/03/24 0:37:43
1286,26.1 C,,54.8 %RH,,04/03/24 1:37:43
1287,26.1 C,,55.5 %RH,,04/03/24 2:37:43
1288,26.0 C,,56.4 %RH,,04/03/24 3:37:43
1289,25.9 C,,57.3 %RH,,04/03/24 4:37:43
1290,25.8 C,,58.2 %RH,,04/03/24 5:37:43
1291,25.8 C,,58.9 %RH,,04/03/24 6:37:43
1292,25.7 C,,59.2 %RH,,04/03/24 7:37:43
1293,25.6 C,,51.7 %RH,,04/03/24 8:37:43
1294,25.3 C,,48.0 %RH,,04/03/24 9:37:43
1295,25.1 C,,49.4 %RH,,04/03/24 10:37:43
1296,25.1 C,,49.5 %RH,,04/03/24 11:37:43
1297,25.5 C,,50.6 %RH,,04/03/24 12:37:43
1298,25.5 C,,50.2 %RH,,04/03/24 13:37:43
1299,25.8 C,,50.1 %RH,,04/03/24 14:37:43
1300,26.0 C,,50.5 %RH,,04/03/24 15:37:43
1301,26.2 C,,49.6 %RH,,04/03/24 16:37:43
1302,26.4 C,,50.5 %RH,,04/03/24 17:37:43
1303,26.4 C,,49.5 %RH,,04/03/24 18:37:43
1304,26.2 C,,49.3 %RH,,04/03/24 19:37:43
1305,26.1 C,,48.9 %RH,,04/03/24 20:37:43
1306,25.9 C,,49.8 %RH,,04/03/24 21:37:43
1307,26.0 C,,51.9 %RH,,04/03/24 22:37:43
1308,26.1 C,,53.2 %RH,,04/03/24 23:37:43
1309,26.2 C,,54.2 %RH,,04/04/24 0:37:43
1310,26.3 C,,55.1 %RH,,04/04/24 1:37:43
1311,26.3 C,,56.1 %RH,,04/04/24 2:37:43
1312,26.4 C,,57.0 %RH,,04/04/24 3:37:43
1313,26.3 C,,58.7 %RH,,04/04/24 4:37:43
1314,26.2 C,,59.7 %RH,,04/04/24 5:37:43
1315,26.2 C,,60.8 %RH,,04/04/24 6:37:43
1316,26.1 C,,58.4 %RH,,04/04/24 7:37:43
1317,26.1 C,,52.4 %RH,,04/04/24 8:37:43
1318,26.1 C,,51.2 %RH,,04/04/24 9:37:43
1319,26.2 C,,54.5 %RH,,04/04/24 10:37:43
1320,26.3 C,,54.4 %RH,,04/04/24 11:37:43
1321,26.4 C,,57.4 %RH,,04/04/24 12:37:43
1322,26.5 C,,57.1 %RH,,04/04/24 13:37:43
1323,26.7 C,,58.9 %RH,,04/04/24 14:37:43
1324,27.4 C,,64.8 %RH,,04/04/24 15:37:43